|city_clear|ru_names|ru_names2|ru_names3
407|Беезовский|Беезовский|Беезовский|Беезовский
408|Бежецк|Бежецк|Бежецк|Бежецк
409|Бежецк Тверской области|Бежецк Тверской области|Бежецк асти|Бежецк асти
410|Безенчук|Безенчук|Безенчук|Безенчук
411|Безенчук (Самарская обл.)|Безенчук Самарская обл.|Безенчук .|Безенчук .
412|Безенчук (Самарская область)|Безенчук Самарская область|Безенчук |Безенчук 
413|Беларусь, г.Витебск (Смоленск)|Беларусь г.Витебск Смоленск|Беларусь г.Витебск Смоленск|Беларусь г.Витебск Смоленск
414|Белая Глина|Белая Глина|Белая Глина|Белая Глина
415|Белая Калитва|Белая Калитва|Белая Калитва|Белая Калитва
416|Белая Калитва Ростовская область|Белая Калитва Ростовская область|Белая Калитва |Белая Калитва 
417|Белая Холуница|Белая Холуница|Белая Холуница|Белая Холуница
418|Белгорад|Белгорад|Белгорад|Белгорад
419|Белгоро|Белгород|Белгород|Белгород
420|Белгород|Белгород|Белгород|Белгород
421|Белгород (Белгород)|Белгород Белгород|Белгород Белгород|Белгород Белгород
422|Белгород (Благовещенка)|Белгород Благовещенка|Белгород Благовещенка|Белгород Благовещенка
423|Белгород (Воронеж)|Белгород Воронеж|Белгород Воронеж|Белгород Воронеж
424|Белгород (Москва)|Белгород Москва|Белгород Москва|Белгород Москва
425|Белгород (Россия)|Белгород Россия|Белгород Россия|Белгород Россия
426|Белгород, Ул.Победы (Университет БГУ)|Белгород Ул.Победы Университет БГУ|Белгород Ул.Победы Университет У|Белгород Ул.Победы Университет У
427|Белгород-22|Белгород-22|Белгород-22|Белгород-22
428|Белгород-Новый Уренгой|Белгород-Новый Уренгой|Белгород-Новый Уренгой|Белгород-Новый Уренгой
429|Белгородская обл. Краснояружский р-н с.Графовка|Белгородская обл. Краснояружский р-н с.Графовка|. Краснояружский  с.Графовка|. Краснояружский  с.Графовка
430|Белгородская область город Губкин|Белгородская область город Губкин| город Губкин| город Губкин
431|Белебей|Белебей|Белебей|Белебей
432|Белев|Белев|Белев|Белев
433|Белиджи|Белиджи|Белиджи|Белиджи
434|Белово|Белово|Белово|Белово
435|Белово (Кемеровская обл.)|Белово Кемеровская обл.|Белово .|Белово .
436|Белово Кемеровская область|Белово Кемеровская область|Белово |Белово 
437|Белогорск|Белогорск|Белогорск|Белогорск
438|Белогорск Амурской области|Белогорск Амурской области|Белогорск асти|Белогорск асти
439|Белозерск|Белозерск|Белозерск|Белозерск
440|Белокуриха|Белокуриха|Белокуриха|Белокуриха
441|Беломорск|Беломорск|Беломорск|Беломорск
442|Белоозерский|Белоозерский|Белоозерский|Белоозерский
443|Белоозерский (Московская обл.)|Белоозерский Московская обл.|Белоозерский .|Белоозерский .
444|Белорецк|Белорецк|Белорецк|Белорецк
445|Белорецк (Уфа)|Белорецк Уфа|Белорецк Уфа|Белорецк Уфа
