|city_clear|ru_names
738|Вологда-Вильнюс|Вологда-Вильнюс
739|Вологодская обл. г.Сокол (Вологда)| Сокол Вологда
740|Вологодская область|
741|Волоград|Волгоград
742|Волоградская обл., г. Волжский|Г. Волжский
743|Володарск|Володарск
744|Волоколамск|Волоколамск
745|Волоколамск (Москва)|Волоколамск Москва
746|Волоконовка|Волоконовка
747|Волосово|Волосово
748|Волосово (Санкт-Петербург и область)|Волосово Санкт-Петербург
749|Волхов|Волхов
750|Волхов Лен.обл|Волхов Ленинградская.
751|Вольно-Надеждинское|Вольно-Надеждинское
752|Вольск|Вольск
753|Вольск (Саратов)|Вольск Саратов
754|Вооронеж|Воронеж
755|Воргашор|Воргашор
756|Воркута|Воркута
757|Воркута (Москва)|Воркута Москва
758|Воркута (Республика Коми)|Воркута 
759|Воркута (Сыктывкар)|Воркута Сыктывкар
760|Воровского|Воровского
761|Воронеж|Воронеж
762|Воронеж (Воронежская область)|Воронеж
763|Воронеж (Краснодар)|Воронеж Краснодар
764|Воронеж (Москва)|Воронеж Москва
765|Воронеж (Нефтеюганск)|Воронеж Нефтеюганск
766|Воронеж обл.|
767|Воронеж, Люберцы|Воронеж Люберцы
768|Воронеж, Набережная|Воронеж Набережная
769|Воронежская|Воронежская
770|Воронежская обл.|
771|Воронежская обл., г. Семилуки|Г. Семилуки
772|Воронежская обл., р.п. Хохольский|Р.П. Хохольский
773|Воронежская область|
774|Воронежская область, г.Лиски| Лиски
775|Воронж|Воронеж
776|Вороново|Вороново
777|Воротынск|Воротынск
778|Ворсма|Ворсма
779|Воскресенк|Воскресенка
780|Воскресенск|Воскресенск
781|Восход|Восход
782|Восяхово|Восяхово
783|Восяхово, ЯМАЛ|Восяхово Ямало
784|Воткинск|Воткинск
785|Воткинск (Челябинск)|Воткинск Челябинск
786|Временно г.Краснодар|Временно Краснодар
787|Все|Все
788|Всеволожск|Всеволожск
789|Всеволожск (Ленинградская обл.)|Всеволожск
790|Всеволожск (Санкт-Петербург и область)|Всеволожск Санкт-Петербург
791|Всеволожск (Санкт-Петербург)|Всеволожск Санкт-Петербург
792|Всеволожск ЛО (Санкт-Петербург)|Всеволожск Ло Санкт-Петербург
793|Всеволожск Лен.обл.|Всеволожск Ленинградская.
794|Всеволожск, Ленинградская обл.|Всеволожск
795|Всеволожск, Ленинградская область|Всеволожск
796|Всеволожский район, деревня Старая (Санкт-Петербург и область)|Деревня Старая Санкт-Петербург
797|Вуктыл|Вуктыл
798|Выборг|Выборг
799|Выборг (Казань)|Выборг Казань
800|Выборг (Ленинградская обл.)|Выборг
801|Выборг Ленинградская область|Выборг
802|Выборг Ленинградской области|Выборг Асти
803|Выборг, Лениградская область|Выборг
804|Выборг, Ленинградской области|Выборг Асти
805|Выдрино|Выдрино
806|Выкса|Выкса
807|Выкса (Нижегородская область)|Выкса
808|Выкса (Нижний Новгород)|Выкса Нижний Новгород
809|Выкса Нижегородской области|Выкса Асти
810|Высокий|Высокий
